Date,Macro_10Y_Yield,Macro_Low_Rate_Regime,Macro_High_Rate_Regime,Macro_Normal_Rate_Regime,Macro_Rate_Change_3m,Macro_Rate_Change_6m,Macro_Rate_Change_1y,Macro_Tightening_Cycle,Macro_Easing_Cycle,Macro_Rate_Volatility,Macro_Market_Trend_Strength,Macro_Above_MA50,Macro_Above_MA200,Macro_Growth_Momentum_3m,Macro_Growth_Momentum_6m,Macro_Growth_Momentum_1y,Macro_Recession_Signal,Macro_Recovery_Signal,Macro_Inflation_Proxy,Macro_Low_Inflation,Macro_Target_Inflation,Macro_High_Inflation,Macro_Inflation_Acceleration,Macro_Inflation_Uncertainty,Macro_Expansion,Macro_Peak,Macro_Contraction,Macro_Trough,Macro_Cycle_Position,Macro_Financial_Conditions_Tight,Macro_Financial_Conditions_Loose,Macro_Financial_Stress,Macro_Policy_Error_Risk,Macro_Complacency
2000-03-23,6.070000171661377,0,1,0,,,,0,0,,0,1,0,,,,0,0,6.070000171661377,0,0,1,,,0,0,0,0,,0,0,0,0,0
2000-03-24,6.173999786376953,0,1,0,,,,0,0,,0,1,0,,,,0,0,6.173999786376953,0,0,1,,,0,0,0,0,,0,0,0,0,0
2000-03-27,6.195000171661377,0,1,0,,,,0,0,,0,1,0,,,,0,0,6.195000171661377,0,0,1,,,0,0,0,0,,0,0,0,0,0
2000-03-28,6.170000076293945,0,1,0,,,,0,0,,0,1,0,,,,0,0,6.170000076293945,0,0,1,,,0,0,0,0,,0,0,0,0,0
2000-03-29,6.14900016784668,0,1,0,,,,0,0,0.056587035370861065,0,1,0,,,,0,0,6.14900016784668,0,0,1,,0.056587035370861065,0,0,0,0,,0,0,0,0,0
2000-03-30,6.065000057220459,0,1,0,,,,0,0,0.05700488527475788,0,1,0,,,,0,0,6.065000057220459,0,0,1,,0.05700488527475788,0,0,0,0,,0,0,0,0,0
2000-03-31,6.0229997634887695,0,1,0,,,,0,0,0.054911688278478685,0,1,0,,,,0,0,6.0229997634887695,0,0,1,,0.054911688278478685,0,0,0,0,,0,0,0,0,0
2000-04-03,5.986000061035156,0,1,0,-0.5619997978210449,,,0,0,0.054775051317526725,0,1,0,0.039965620971207594,,,0,1,5.986000061035156,0,0,1,-0.5619997978210449,0.054775051317526725,0,0,0,0,,0,0,0,0,0
2000-04-04,5.841000080108643,0,1,0,-0.6440000534057617,,,0,0,0.057338536488591045,0,1,0,0.0742397137745976,,,0,1,5.841000080108643,0,0,1,-0.6440000534057617,0.057338536488591045,0,0,0,0,,0,0,0,0,0
2000-04-05,5.881999969482422,0,1,0,-0.7170000076293945,,,0,0,0.05711268120367034,0,1,0,0.06562500000000004,,,0,1,5.881999969482422,0,0,1,-0.7170000076293945,0.05711268120367034,0,0,0,0,,0,0,0,0,0
2000-04-06,5.914999961853027,0,1,0,-0.6339998245239258,,,0,0,0.05532169473237443,0,1,0,0.09244555353902006,,,0,1,5.914999961853027,0,0,1,-0.6339998245239258,0.05532169473237443,0,0,0,0,,0,0,0,0,0
2000-04-07,5.848999977111816,0,1,0,-0.6550002098083496,,,0,0,0.05543267358930048,0,1,0,0.03902229845626071,,,0,1,5.848999977111816,0,0,1,-0.6550002098083496,0.05543267358930048,0,0,0,0,,0,0,0,0,0
2000-04-10,5.791999816894531,0,1,0,-0.7660002708435059,,,0,0,0.05508770386224292,0,1,0,0.03141025641025652,,,0,1,5.791999816894531,0,0,1,-0.7660002708435059,0.05508770386224292,0,0,0,0,,0,0,0,0,0
2000-04-11,5.876999855041504,0,1,0,-0.7870001792907715,,,0,0,0.055832398016281024,0,1,0,0.040873702422145275,,,0,1,5.876999855041504,0,0,1,-0.7870001792907715,0.055832398016281024,0,0,0,0,,0,0,0,0,0
2000-04-12,5.9679999351501465,0,1,0,-0.7280001640319824,,,0,0,0.056323808724333034,0,1,0,0.02249890782000863,,,0,0,5.9679999351501465,0,0,1,-0.7280001640319824,0.056323808724333034,0,0,0,0,,0,0,0,0,0
2000-04-13,5.914000034332275,0,1,0,-0.7039999961853027,,,0,0,0.05655878670389066,0,1,0,-0.005172413793103403,,,0,0,5.914000034332275,0,0,1,-0.7039999961853027,0.05655878670389066,0,0,0,0,,0,0,0,0,0
2000-04-14,5.885000228881836,0,1,0,-0.7889995574951172,,,0,0,0.05638789108813095,0,0,0,-0.07463321284286628,,,0,0,5.885000228881836,0,0,1,-0.7889995574951172,0.05638789108813095,0,0,0,0,,0,0,0,0,0
2000-04-17,5.992000102996826,0,1,0,-0.7560000419616699,,,0,0,0.0582213046122432,0,0,0,-0.03471924560651518,,,0,0,5.992000102996826,0,0,1,-0.7560000419616699,0.0582213046122432,0,0,0,0,,0,0,0,0,0
2000-04-18,6.046000003814697,0,1,0,-0.6789999008178711,,,0,0,0.05779738835427586,0,1,0,-0.01721938775510201,,,0,0,6.046000003814697,0,0,1,-0.6789999008178711,0.05779738835427586,0,0,0,0,,0,0,0,0,0
2000-04-19,5.974999904632568,0,1,0,-0.7730002403259277,,,0,0,0.05830062499980527,0,0,0,-0.011226252158894612,,,0,0,5.974999904632568,0,0,1,-0.7730002403259277,0.05830062499980527,0,0,0,0,,0,0,0,0,0
2000-04-20,5.98799991607666,0,1,0,-0.7930002212524414,,,0,0,0.05838051147533012,0,1,0,-0.004327131112072724,,,0,0,5.98799991607666,0,0,1,-0.7930002212524414,0.05838051147533012,0,0,0,0,,0,0,0,0,0
2000-04-24,5.986999988555908,0,1,0,-0.6970000267028809,,,0,0,0.05835684510109114,0,0,0,0.013582720997550757,,,0,0,5.986999988555908,0,0,1,-0.6970000267028809,0.05835684510109114,0,0,0,0,,0,0,0,0,0
2000-04-25,6.117000102996826,0,1,0,-0.5669999122619629,,,0,0,0.06104700869099801,0,1,0,0.043813298106561094,,,0,1,6.117000102996826,0,0,1,-0.5669999122619629,0.06104700869099801,0,0,0,0,,0,0,0,0,0
2000-04-26,6.130000114440918,0,1,0,-0.5499997138977051,,,0,0,0.061005514688472595,0,1,0,0.04027962716378153,,,0,0,6.130000114440918,0,0,1,-0.5499997138977051,0.061005514688472595,0,0,0,0,,0,0,0,0,0
2000-04-27,6.235000133514404,0,1,0,-0.4499998092651367,,,0,0,0.06250122812804838,0,1,0,0.04099821746880572,,,0,0,6.235000133514404,0,0,1,-0.4499998092651367,0.06250122812804838,0,0,0,0,,0,0,0,0,0
2000-04-28,6.214000225067139,0,1,0,-0.43399953842163086,,,0,0,0.0625086123127788,0,1,0,0.06784728610855573,,,0,0,6.214000225067139,0,0,1,-0.43399953842163086,0.0625086123127788,0,0,0,0,,0,0,0,0,0
2000-05-01,6.255000114440918,0,1,0,-0.4119997024536133,,,0,0,0.060888221854779295,0,1,0,0.053739364084191665,,,0,1,6.255000114440918,0,0,1,-0.4119997024536133,0.060888221854779295,0,0,0,0,,0,0,0,0,0
2000-05-02,6.311999797821045,0,1,0,-0.30500030517578125,,,0,0,0.06110928568706513,0,0,0,0.02261640798226172,,,0,0,6.311999797821045,0,0,1,-0.30500030517578125,0.06110928568706513,0,0,0,0,,0,0,0,0,0
2000-05-03,6.402999877929688,0,1,0,-0.19500017166137606,,,0,0,0.06042861195566802,0,0,0,-0.0022153300841825097,,,0,0,6.402999877929688,0,0,1,-0.19500017166137606,0.06042861195566802,0,0,0,0,,0,0,0,0,0
2000-05-04,6.446000099182129,0,1,0,-0.028999805450439453,,,0,0,0.06061082833516273,0,0,0,-0.00960279353993887,,,0,0,6.446000099182129,0,0,1,-0.028999805450439453,0.06061082833516273,0,0,0,0,,0,0,0,0,0
2000-05-05,6.506999969482422,0,1,0,-0.010000228881835938,,,0,0,0.06043912566113992,0,0,0,0.006574621959237303,,,0,0,6.506999969482422,0,0,1,-0.010000228881835938,0.06043912566113992,0,0,0,0,,0,0,0,0,0
2000-05-08,6.559999942779541,0,1,0,-0.0710000991821289,,,0,0,0.06084770986427062,0,0,0,0.0005487269534678596,,,0,0,6.559999942779541,0,0,1,-0.0710000991821289,0.06084770986427062,0,0,0,0,,0,0,0,0,0
2000-05-09,6.52400016784668,0,1,0,-0.07499980926513672,,,0,0,0.06085714449770994,0,0,0,-0.020788220008661762,,,0,0,6.52400016784668,0,0,1,-0.07499980926513672,0.06085714449770994,0,0,0,0,,0,0,0,0,0
2000-05-10,6.436999797821045,0,1,0,-0.23200035095214844,,,0,0,0.060972409088586754,0,0,0,-0.022340190223401946,,,0,0,6.436999797821045,0,0,1,-0.23200035095214844,0.060972409088586754,0,0,0,0,,0,0,0,0,0
2000-05-11,6.4070000648498535,0,1,0,-0.24900007247924805,,,0,0,0.0610493567262088,0,0,0,-0.001986754966887383,,,0,0,6.4070000648498535,0,0,1,-0.24900007247924805,0.0610493567262088,0,0,0,0,,0,0,0,0,0
2000-05-12,6.498000144958496,0,1,0,-0.12299966812133789,,,0,0,0.06222714366811419,0,0,0,0.029743127534925584,,,0,0,6.498000144958496,0,0,1,-0.12299966812133789,0.06222714366811419,0,0,0,0,,0,0,0,0,0
2000-05-15,6.459000110626221,0,1,0,-0.07999992370605469,,,0,0,0.06234624313388566,0,1,0,0.041442652329749086,,,0,0,6.459000110626221,0,0,1,-0.07999992370605469,0.06234624313388566,0,0,0,0,,0,0,0,0,0
2000-05-16,6.401999950408936,0,1,0,-0.15000009536743075,,,0,0,0.061792645045457124,0,1,0,0.03976077084948493,,,0,1,6.401999950408936,0,0,1,-0.15000009536743075,0.061792645045457124,0,0,0,0,,0,0,0,0,0
2000-05-17,6.4629998207092285,0,1,0,-0.0840001106262207,,,0,0,0.05951597191603339,0,0,0,0.044289568345323715,,,0,0,6.4629998207092285,0,0,1,-0.0840001106262207,0.05951597191603339,0,0,0,0,,0,0,0,0,0
2000-05-18,6.546000003814697,0,1,0,-0.02299976348876953,,,0,0,0.05946925244513181,0,0,0,0.03683615819209041,,,0,0,6.546000003814697,0,0,1,-0.02299976348876953,0.05946925244513181,0,0,0,0,,0,0,0,0,0
2000-05-19,6.511000156402588,0,1,0,0.028000354766845703,,,0,0,0.058672490497087615,0,0,0,0.0429561200923787,,,0,0,6.511000156402588,0,0,1,0.028000354766845703,0.058672490497087615,0,0,0,0,,0,0,0,0,0
2000-05-22,6.420000076293945,0,1,0,0.07800006866455078,,,0,0,0.05990259804439696,0,0,0,0.03774021764297286,,,0,0,6.420000076293945,0,0,1,0.07800006866455078,0.05990259804439696,0,0,0,0,,0,0,0,0,0
2000-05-23,6.446000099182129,0,1,0,0.01900005340576172,,,0,0,0.05925310714730091,0,0,0,0.010526315789473717,,,0,0,6.446000099182129,0,0,1,0.01900005340576172,0.05925310714730091,0,0,0,0,,0,0,0,0,0
2000-05-24,6.459000110626221,0,1,0,0.11299991607666016,,,0,0,0.0592701815152753,0,0,0,0.04810836057916856,,,0,0,6.459000110626221,0,0,1,0.11299991607666016,0.0592701815152753,0,0,0,0,,0,0,0,0,0
2000-05-25,6.372000217437744,0,1,0,0.031000137329101562,,,0,0,0.06022192831601329,0,0,0,0.033868510488690884,,,0,0,6.372000217437744,0,0,1,0.031000137329101562,0.06022192831601329,0,0,0,0,,0,0,0,0,0
2000-05-26,6.320000171661377,0,1,0,-0.09399986267089844,,,0,0,0.06054746327654874,0,0,0,0.01377410468319562,,,0,0,6.320000171661377,0,0,1,-0.09399986267089844,0.06054746327654874,0,0,0,0,,0,0,0,0,0
2000-05-30,6.367000102996826,0,1,0,-0.04199981689453125,,,0,0,0.06078214939134549,0,0,0,0.03683492496589369,,,0,0,6.367000102996826,0,0,1,-0.04199981689453125,0.06078214939134549,0,0,0,0,,0,0,0,0,0
2000-05-31,6.284999847412109,0,1,0,-0.09400033950805664,,,0,0,0.06147863689220821,0,0,0,0.03160270880361171,,,0,0,6.284999847412109,0,0,1,-0.09400033950805664,0.06147863689220821,0,0,0,0,,0,0,0,0,0
2000-06-01,6.195000171661377,0,1,0,-0.20099973678588867,,,0,0,0.06244847195469959,0,1,0,0.04895104895104896,,,0,0,6.195000171661377,0,0,1,-0.20099973678588867,0.06244847195469959,0,0,0,0,,0,0,0,0,0
2000-06-02,6.1479997634887695,0,1,0,-0.22300004959106445,,,0,0,0.06270244147176336,0,1,0,0.04760850310008857,,,0,0,6.1479997634887695,0,0,1,-0.22300004959106445,0.06270244147176336,0,0,0,0,,0,0,0,0,0
2000-06-05,6.10099983215332,0,1,0,-0.3080000877380371,,,0,0,0.06283095281815805,0,1,0,0.05277280858676203,,,0,0,6.10099983215332,0,0,1,-0.3080000877380371,0.06283095281815805,0,0,0,0,,0,0,0,0,0
2000-06-06,6.126999855041504,0,1,0,-0.2560000419616699,,,0,0,0.0626138723274949,0,1,0,0.06874928742446706,,,0,0,6.126999855041504,0,0,1,-0.2560000419616699,0.0626138723274949,0,0,0,0,,0,0,0,0,0
2000-06-07,6.113999843597412,0,1,0,-0.2610001564025879,,,0,0,0.06256588659738199,0,1,0,0.0775114155251142,,,0,0,6.113999843597412,0,0,1,-0.2610001564025879,0.06256588659738199,0,0,0,0,,0,0,0,0,0
2000-06-08,6.105000019073486,0,1,0,-0.23600006103515625,,,0,0,0.062074879911582816,0,1,0,0.04281277728482702,,,0,0,6.105000019073486,0,0,1,-0.23600006103515625,0.062074879911582816,0,0,0,0,,0,0,0,0,0
2000-06-09,6.11299991607666,0,1,0,-0.2740001678466797,,,0,0,0.062041833372436364,0,1,0,0.04616413916146289,,,0,0,6.11299991607666,0,0,1,-0.2740001678466797,0.062041833372436364,0,0,0,0,,0,0,0,0,0
2000-06-12,6.074999809265137,0,1,0,-0.2870001792907715,,,0,0,0.062041833372436364,0,1,0,0.04532130777903043,,,0,0,6.074999809265137,0,0,1,-0.2870001792907715,0.062041833372436364,0,0,0,0,,0,0,0,0,0
2000-06-13,6.10099983215332,0,1,0,-0.19700002670288086,,,0,0,0.06183560109154976,0,1,0,0.08028362305580972,,,0,0,6.10099983215332,0,0,1,-0.19700002670288086,0.06183560109154976,0,0,0,0,,0,0,0,0,0
2000-06-14,6.040999889373779,0,1,0,-0.2350001335144043,,,0,0,0.06226655691303727,0,1,0,0.057443004023245425,,,0,0,6.040999889373779,0,0,1,-0.2350001335144043,0.06226655691303727,0,0,0,0,,0,0,0,0,0
2000-06-15,6.037000179290772,0,1,0,-0.20099973678588778,,,0,0,0.06212689671358916,0,1,0,0.012385223147554969,,,0,0,6.037000179290772,0,0,1,-0.20099973678588778,0.06212689671358916,0,0,0,0,,0,0,0,0,0
2000-06-16,5.968999862670898,0,1,0,-0.21900033950805664,,,0,0,0.06268660445439456,0,1,0,-0.0023394300297745474,,,0,0,5.968999862670898,0,0,1,-0.21900033950805664,0.06268660445439456,0,0,0,0,,0,0,0,0,0
2000-06-19,5.989999771118164,0,1,0,-0.1810002326965332,,,0,0,0.06244473978949797,0,1,0,0.015604959384352357,,,0,0,5.989999771118164,0,0,1,-0.1810002326965332,0.06244473978949797,0,0,0,0,,0,0,0,0,0
2000-06-20,6.014999866485596,0,1,0,-0.12200021743774414,,,0,0,0.061002332434160395,0,1,0,-0.008378718056137435,,,0,0,6.014999866485596,0,0,1,-0.12200021743774414,0.061002332434160395,0,0,0,0,,0,0,0,0,0
2000-06-21,6.0960001945495605,0,1,0,-0.023999691009521484,,,0,0,0.061882040027150864,0,1,0,-0.014782427649385754,,,0,0,6.0960001945495605,0,0,1,-0.023999691009521484,0.061882040027150864,0,0,0,0,,0,0,0,0,0
2000-06-22,6.11299991607666,0,1,0,0.0429997444152832,,,0,0,0.061850970585682424,0,1,0,-0.04605936540429889,,,0,0,6.11299991607666,0,0,1,0.0429997444152832,0.061850970585682424,0,0,0,0,,0,0,0,0,0
2000-06-23,6.177000045776367,0,1,0,0.0030002593994140625,,,0,0,0.06235533975741958,0,1,0,-0.05982905982905984,,,0,0,6.177000045776367,0,0,1,0.0030002593994140625,0.06235533975741958,0,0,0,0,,0,0,0,0,0
2000-06-26,6.09499979019165,0,1,0,-0.10000038146972656,,,0,0,0.06230994228282288,0,1,0,-0.03753599341834635,,,0,0,6.09499979019165,0,0,1,-0.10000038146972656,0.06230994228282288,0,0,0,0,,0,0,0,0,0
2000-06-27,6.078000068664551,0,1,0,-0.09200000762939453,,,0,0,0.06210417081101506,0,1,0,-0.03909805544062883,,,0,0,6.078000068664551,0,0,1,-0.09200000762939453,0.06210417081101506,0,0,0,0,,0,0,0,0,0
2000-06-28,6.104000091552734,0,1,0,-0.04500007629394531,,,0,0,0.06198470663531329,0,1,0,-0.03740442240132258,,,0,0,6.104000091552734,0,0,1,-0.04500007629394531,0.06198470663531329,0,0,0,0,,0,0,0,0,0
2000-06-29,6.031000137329102,0,1,0,-0.03399991989135742,,,0,0,0.059747849567555585,0,0,0,-0.030264817150063017,,,0,0,6.031000137329102,0,0,1,-0.03399991989135742,0.059747849567555585,0,0,0,0,,0,0,0,0,0
2000-06-30,6.01800012588501,0,1,0,-0.004999637603759766,,,0,0,0.059574755086183075,0,1,0,-0.033873649210307555,,,0,0,6.01800012588501,0,0,1,-0.004999637603759766,0.059574755086183075,0,0,0,0,,0,0,0,0,0
2000-07-03,5.980000019073486,0,1,0,-0.006000041961669922,-0.5679998397827148,,0,1,0.05965903037011245,0,1,0,-0.026239669421487588,0.012677266867211046,,0,0,5.980000019073486,0,0,1,-0.006000041961669922,0.05965903037011245,0,0,0,0,,0,0,0,0,0
2000-07-05,5.97599983215332,0,1,0,0.13499975204467773,-0.509000301361084,,0,1,0.05901082902984829,0,1,0,-0.03663613655287257,0.03488372093023262,,0,0,5.97599983215332,0,0,1,0.13499975204467773,0.05901082902984829,0,0,0,0,,0,0,0,0,0
2000-07-06,6.031000137329102,0,1,0,0.1490001678466797,-0.5679998397827148,,0,1,0.05888040316892696,0,1,0,-0.02304147465437789,0.04107142857142865,,0,0,6.031000137329102,0,0,1,0.1490001678466797,0.05888040316892696,0,0,0,0,,0,0,0,0,0
2000-07-07,5.997000217437744,0,1,0,0.0820002555847168,-0.551999568939209,,0,1,0.05810426289100237,0,1,0,-0.015886200809884787,0.0750907441016333,,0,0,5.997000217437744,0,0,1,0.0820002555847168,0.05810426289100237,0,0,0,0,,0,0,0,0,0
2000-07-10,6.026000022888184,0,1,0,0.1770000457763672,-0.4780001640319824,,0,0,0.05703613563911586,0,1,0,-0.023730912092447376,0.014365351629502587,,0,0,6.026000022888184,0,0,1,0.1770000457763672,0.05703613563911586,0,0,0,0,,0,0,0,0,0
