Date,SPY_Close,SPY_Return,XAsset_Credit_Ratio,XAsset_Credit_Change_5d,XAsset_Credit_Change_20d,XAsset_Credit_Stress,XAsset_Credit_Volatility,XAsset_Credit_Stress_lead5,XAsset_Credit_Stress_lead10,XAsset_Credit_Change_lead5,XAsset_Credit_Change_lead10,XAsset_10Y_Yield,XAsset_10Y_Change_5d,XAsset_10Y_Change_20d,XAsset_High_Yield_Regime,XAsset_Yield_Rising,XAsset_DXY,XAsset_DXY_Change_5d,XAsset_DXY_Change_20d,XAsset_Strong_Dollar,XAsset_Dollar_Momentum,XAsset_Strong_Dollar_lead5,XAsset_Realized_Vol_20,XAsset_Realized_Vol_60,XAsset_High_Vol_Regime,XAsset_Vol_Spike,XAsset_Downside_Vol,XAsset_Vol_Spike_lead5,XAsset_High_Vol_lead5
2000-02-17,138.28125,-0.005170863309352569,,,,0,,0.0,0.0,,,6.568999767303467,-0.08700037002563477,-0.1790003776550293,1,0,104.2699966430664,0.0013444674286098302,0.02870951080497197,0,,0.0,24.223469478585493,,0,0,16.244391819157578,0.0,0.0
2000-02-18,135.3125,-0.021468926553672274,,,,0,,0.0,0.0,,,6.482999801635742,-0.1380000114440918,-0.2980003356933594,1,0,104.62999725341795,0.004223004143407705,0.028203567776514893,0,,0.0,25.17321907661463,,0,0,16.909591730170977,0.0,0.0
2000-02-22,134.96875,-0.0025404157043880105,,,,0,,0.0,0.0,,,6.3420000076293945,-0.19700002670288086,-0.34200000762939453,1,0,103.27999877929688,-0.013750978080790621,0.010567532909043331,0,,0.0,23.34659048990319,,0,0,15.183064896456777,0.0,0.0
2000-02-23,136.5625,0.011808288955776902,,,,0,,0.0,0.0,,,6.427000045776367,-0.125,-0.2569999694824219,1,0,103.52999877929688,-0.011080367132082158,0.010936383918926484,0,,0.0,23.381039538867945,,0,0,15.183064896456777,0.0,0.0
2000-02-24,133.8125,-0.020137299771167072,,,,0,,0.0,0.0,,,6.3460001945495605,-0.20099973678588867,-0.3339996337890625,1,0,104.01000213623048,-0.002589150807700169,0.015326041169534843,0,,0.0,24.191405922345925,,0,0,15.914838071301892,0.0,0.0
2000-02-25,133.328125,-0.003619803829985946,,,,0,,0.0,0.0,,,6.341000080108643,-0.22799968719482422,-0.34399986267089844,1,0,105.26000213623048,0.009494634363066412,0.020257865701060584,0,,0.0,24.188567258016587,,0,0,15.925752932423565,0.0,0.0
2000-02-28,136.125,0.020977381928981575,,,,0,,0.0,0.0,,,6.414000034332275,-0.0689997673034668,-0.23399972915649414,1,0,105.2699966430664,0.006116786834069687,0.007561191239954024,0,,0.0,23.017072579795567,,0,0,13.358920287605722,0.0,0.0
2000-02-29,137.4375,0.009641873278236845,,,,0,,0.0,0.0,,,6.408999919891357,0.06699991226196289,-0.25799989700317383,1,0,105.91999816894533,0.025561574562853906,0.007514514754747514,0,0.026972143036829477,0.0,21.05445142217089,,0,0,13.358920287605722,0.0,0.0
2000-03-01,138.4375,0.007276034561164213,,,,0,,0.0,0.0,,,6.379000186920166,-0.04799985885620117,-0.23799991607666016,1,0,104.88999938964844,0.013136295048653324,-0.0002859205091538808,0,0.024613007213429683,0.0,20.90279189134561,,0,0,13.358920287605722,0.0,0.0
2000-03-02,138.53125,0.0006772009029345494,,,,0,,0.0,0.0,,,6.395999908447266,0.04999971389770508,-0.20200014114379883,1,0,105.6500015258789,0.015767708450773688,0.008206895723236185,0,0.022842295783242206,0.0,20.900663804196313,,0,0,13.358920287605722,0.0,0.0
2000-03-03,141.125,0.018723212271599454,,,,0,,0.0,0.0,,,6.370999813079834,0.029999732971191406,-0.10400009155273438,1,0,106.0,0.00703019046885256,0.021194574986141523,0,0.022198494998818697,0.0,21.30596137854313,,0,0,13.358920287605722,0.0,0.0
2000-03-06,139.75,-0.009743135518157642,,,,0,,0.0,0.0,,,6.408999919891357,-0.005000114440917969,-0.10800027847290039,1,0,106.16000366210938,0.00845451740689862,0.017930796146954586,0,0.021286788738374494,0.0,21.519689904975436,,0,0,13.418345452756952,0.0,0.0
2000-03-07,137.046875,-0.01934257602862255,,,,0,,0.0,0.0,,,6.382999897003174,-0.026000022888183594,-0.2480001449584961,1,0,106.08999633789062,0.0016049676348572905,0.013857004555617669,0,0.020074878935583296,0.0,22.49359010799567,,0,0,14.101564807345873,0.0,0.0
2000-03-08,136.875,-0.0012541329380914013,,,,0,,0.0,0.0,,,6.375,-0.004000186920166016,-0.2239999771118164,1,0,105.93000030517578,0.009915157990076029,0.016407590332410793,0,0.019296088521885236,0.0,21.74876727400223,,0,0,14.026964489371482,0.0,0.0
2000-03-09,140.875,0.029223744292237397,,,,0,,0.0,0.0,,,6.341000080108643,-0.05499982833862305,-0.3280000686645508,1,0,105.37000274658205,-0.0026502487009266718,0.016300177820523176,0,0.01855978336044034,0.0,23.346187301111627,,0,0,13.195690913623185,0.0,0.0
2000-03-10,140.125,-0.0053238686779059075,,,,0,,0.0,0.0,,,6.38700008392334,0.01600027084350586,-0.2690000534057617,1,0,105.70999908447266,-0.0027358576936541423,0.01517335900057204,0,0.017574268041225714,0.0,23.406047922745902,,0,0,13.013188120227708,0.0,0.0
2000-03-13,138.59375,-0.010927743086529884,,,,0,,0.0,0.0,,,6.361999988555908,-0.04699993133544922,-0.2589998245239258,1,0,105.5,-0.006217065178426906,0.012573159880003626,0,0.016623716905816866,0.0,22.570020497599913,,0,0,12.053084949487955,0.0,0.0
2000-03-14,136.625,-0.014205186020293081,,,,0,,0.0,0.0,,,6.297999858856201,-0.08500003814697266,-0.24100017547607422,1,0,105.3000030517578,-0.007446444654562345,0.00553859648867161,0,0.015426010491556907,0.0,23.006029836961382,,0,0,12.213721982570256,0.0,0.0
2000-03-15,139.8125,0.02333028362305578,,,,0,,0.0,0.0,,,6.276000022888184,-0.0989999771118164,-0.2760000228881836,1,0,105.37999725341795,-0.0051921367900813475,0.006590837672373784,0,0.014366389890344888,0.0,24.218541854629454,,0,0,12.213721982570256,0.0,0.0
2000-03-16,146.34375,0.046714349575324166,,,,0,,0.0,0.0,,,6.23799991607666,-0.10300016403198242,-0.30900001525878906,1,0,105.18000030517578,-0.0018031929055105644,0.008630624629980321,0,0.013559715250104253,0.0,28.769799035478783,,0,0,12.002312763732586,0.0,0.0
2000-03-17,146.9375,0.0040572282724749,,,,0,,0.0,0.0,,,6.188000202178955,-0.19899988174438477,-0.3809995651245117,1,0,105.1999969482422,-0.004824540163158142,0.008919155414949698,0,0.01257019748060314,0.0,28.619681928159363,,0,0,12.17094969967509,0.0,0.0
2000-03-20,146.1875,-0.005104210974053558,,,,0,,0.0,0.0,,,6.171000003814697,-0.19099998474121094,-0.3119997978210449,1,0,105.1500015258789,-0.003317521081716568,0.004969934876338344,0,0.011408515835594314,0.0,27.308821521406855,,0,0,10.594480722645159,0.0,0.0
2000-03-21,149.1875,0.02052159042325785,,,,0,,0.0,0.0,,,6.13700008392334,-0.16099977493286133,-0.2049999237060547,1,0,105.80999755859376,0.00484325253613993,0.024496502800153364,0,0.012104964330149815,0.0,27.79755172740409,,0,0,10.69816729217948,0.0,0.0
2000-03-22,150.09375,0.006074570590699713,,,,0,,0.0,0.0,,,6.119999885559082,-0.15600013732910156,-0.30700016021728516,1,0,106.04000091552734,0.006263082931404984,0.02424420135057903,0,0.012770355201732442,0.0,27.690099521904934,,0,0,10.69816729217948,0.0,0.0
2000-03-23,152.65625,0.017072662919008996,,,,0,,0.0,0.0,,,6.070000171661377,-0.1679997444152832,-0.2760000228881836,1,0,105.2300033569336,0.0004754045599233425,0.011729652876125929,0,0.012590535787061995,0.0,26.34933164476726,,0,0,9.051203535737494,0.0,0.0
2000-03-24,153.5625,0.005936540429887449,,,,0,,0.0,0.0,,,6.173999786376953,-0.014000415802001953,-0.16700029373168945,1,0,104.7699966430664,-0.004087455490966896,-0.004655191746337772,0,0.011344882914692078,0.0,26.06791881451344,,0,0,9.134397184219957,0.0,0.0
2000-03-27,151.9375,-0.010582010582010581,,,,0,,0.0,0.0,,,6.195000171661377,0.024000167846679688,-0.21899986267089844,1,0,105.4499969482422,0.0028530234713259883,0.0017098918107323335,0,0.011052317943230994,0.0,26.264619045913022,,0,0,9.396665195762454,0.0,0.0
2000-03-28,151.0625,-0.005758946935417564,,,,0,,0.0,0.0,,,6.170000076293945,0.03299999237060547,-0.2389998435974121,1,0,105.52999877929688,-0.002646241241446412,-0.003682018470453463,1,0.010492491281970944,0.0,26.520934475584973,,0,0,9.30775297624231,0.0,0.0
2000-03-29,151.21875,0.0010343400910219902,,,,0,,0.0,0.0,,,6.14900016784668,0.029000282287597656,-0.23000001907348633,1,0,106.25,0.001980376109577131,0.012965970238014712,1,0.011155085819329374,0.0,26.538317006938627,27.70023821905579,0,0,9.30775297624231,0.0,0.0
2000-03-30,148.6875,-0.01673899566026038,,,,0,,0.0,0.0,,,6.065000057220459,-0.005000114440917969,-0.33099985122680664,1,0,105.47000122070312,0.0022806980529637144,-0.001703741624004551,1,0.010659553951967337,0.0,27.575742115771146,26.68464057226646,0,0,10.182339723746066,0.0,0.0
2000-03-31,150.375,0.011349306431273742,,,,0,,0.0,0.0,,,6.0229997634887695,-0.1510000228881836,-0.34800004959106445,1,0,105.44000244140624,0.006395015937839865,-0.005282995835790283,1,0.009335675410870747,0.0,27.16354847702976,26.765897299688447,0,0,10.182339723746066,0.0,0.0
2000-04-03,151.25,0.005818786367414841,,,,0,,0.0,0.0,,,5.986000061035156,-0.2090001106262207,-0.42299985885620117,1,0,105.54000091552734,0.0008535227111416965,-0.005840266816073192,1,0.008147122262719358,0.0,26.729406927617216,26.532959337310093,0,0,10.161237256873902,0.0,0.0
2000-04-04,150.125,-0.007438016528925617,,,,0,,0.0,0.0,,,5.841000080108643,-0.32899999618530273,-0.5419998168945312,1,0,105.16999816894533,-0.003411358045255386,-0.00867186540392706,1,0.007020678764742122,1.0,25.6574797010021,23.848139698416922,0,0,8.609089192063536,0.0,0.0
2000-04-05,149.1875,-0.0062447960033306105,,,,0,,0.0,0.0,,,5.881999969482422,-0.2670001983642578,-0.4930000305175781,1,0,105.29000091552734,-0.009035285500919144,-0.006041719888649544,1,0.0058982132536891056,1.0,25.871095949467726,23.881562086129097,0,0,8.590465860367111,0.0,0.0
2000-04-06,150.484375,0.00869291998324262,,,,0,,0.0,0.0,,,5.914999961853027,-0.15000009536743164,-0.42600011825561523,1,0,105.5199966430664,0.00047402504773530474,0.0014234971298718868,1,0.005154379219156541,1.0,24.237430708588974,23.79824887532552,0,0,8.590465860367111,0.0,0.0
2000-04-07,151.4375,0.006333714048385453,,,,0,,0.0,0.0,,,5.848999977111816,-0.17399978637695312,-0.5380001068115234,1,0,105.97000122070312,0.005026543693333219,0.002459579401024259,1,0.004518690239179152,1.0,24.032398690169423,23.718352964535768,0,0,8.698383596621058,0.0,0.0
2000-04-10,150.84375,-0.003920759389187012,,,,0,,0.0,0.0,,,5.791999816894531,-0.194000244140625,-0.570000171661377,1,0,105.68000030517578,0.0013265054807085619,0.001706164030102153,1,0.003975340446684078,1.0,23.57970119073698,23.595427232309383,0,0,8.288113826983345,0.0,0.0
2000-04-11,150.40625,-0.002900352185622568,,,,0,,0.0,0.0,,,5.876999855041504,0.03599977493286133,-0.42100000381469727,1,0,105.94000244140624,0.007321520261167835,0.006077866772082219,1,0.004002303960854608,1.0,22.725999052267458,23.4545476662901,0,0,7.25894188953572,0.0,0.0
2000-04-12,146.28125,-0.027425722002908826,,,,0,,0.0,0.0,,,5.9679999351501465,0.08599996566772461,-0.3080000877380371,1,0,105.95999908447266,0.006363359892862297,0.005503908200527929,1,0.003947957487262316,1.0,24.353562922543492,24.08628264609456,0,0,11.230217951095863,0.0,0.0
2000-04-13,144.25,-0.013885921811578772,,,,0,,0.0,0.0,,,5.914000034332275,-0.0009999275207519531,-0.32399988174438477,1,0,106.13999938964844,0.005875689597292677,0.009127201765423587,1,0.003972786344034479,1.0,18.52175365761111,24.197507682825144,0,0,11.599710584010072,0.0,0.0
2000-04-14,136.0,-0.05719237435008662,,,,0,,0.0,0.0,,,5.885000228881836,0.03600025177001953,-0.30299997329711914,1,0,105.75,-0.0020760707574677406,0.00522816604289833,1,0.0037882368754319105,1.0,27.18784158634872,26.70682750111983,0,0,21.698854068587195,0.0,0.0
2000-04-17,140.75,0.03492647058823528,,,,0,,0.0,0.0,,,5.992000102996826,0.20000028610229492,-0.1789999008178711,1,0,106.12999725341795,0.004258108884771961,0.009319978253142125,1,0.004005739044272099,1.0,30.43628056414428,27.69524639697099,0,0,21.859863526053392,0.0,0.0
2000-04-18,144.46875,0.026420959147424483,,,,0,,0.0,0.0,,,6.046000003814697,0.16900014877319336,-0.09100008010864258,1,1,106.62999725341795,0.006513071513221336,0.007749737394806333,1,0.0031684007740047484,1.0,31.073334531224084,27.59910128325235,0,0,21.859863526053392,0.0,0.0
2000-04-19,143.125,-0.009301319489508963,,,,0,,0.0,0.0,,,5.974999904632568,0.006999969482421875,-0.14499998092651367,1,0,107.12999725341795,0.011041885419539987,0.010279105323272475,1,0.0024701459726394204,1.0,31.060704575926884,27.580949612944146,0,0,21.679302632954347,0.0,0.0
2000-04-20,143.8125,0.004803493449781593,,,,0,,0.0,0.0,,,5.98799991607666,0.07399988174438477,-0.0820002555847168,1,1,107.4499969482422,0.01234216663017551,0.021096583868561947,1,0.0029384925222612213,1.0,30.348680831807002,27.54238467542886,0,0,21.679302632954347,0.0,0.0
2000-04-24,142.25,-0.010864841373316003,,,,0,,0.0,0.0,,,5.986999988555908,0.10199975967407227,-0.18699979782104492,1,1,107.27999877929688,0.0144680735630911,0.023957260825173243,1,0.004369115150836772,1.0,30.29286081774106,27.626128939225463,0,0,21.485094340652964,0.0,0.0
2000-04-25,148.15625,0.041520210896309306,,,,0,,0.0,0.0,,,6.117000102996826,0.125,-0.07800006866455078,1,1,108.69000244140624,0.024121410103078444,0.03072551528621026,1,0.005819896324610668,1.0,34.11464916433759,28.091206881701076,0,0,21.68388214365423,0.0,0.0
2000-04-26,146.484375,-0.011284539126766524,,,,0,,0.0,0.0,,,6.130000114440918,0.0840001106262207,-0.039999961853027344,1,1,108.5500030517578,0.01800624446961896,0.0286174955689793,1,0.007434872026582306,1.0,34.27207514702494,27.699965827959634,0,0,21.694019152926966,0.0,0.0
2000-04-27,146.0,-0.00330666666666668,,,,0,,0.0,0.0,,,6.235000133514404,0.26000022888183594,0.08599996566772461,1,1,109.56999969482422,0.02277608983443158,0.03124705595128674,1,0.008348926312245908,1.0,34.267249417122656,27.650704986450204,0,0,21.55633076849736,0.0,0.0
2000-04-28,145.09375,-0.0062071917808219634,,,,0,,0.0,0.0,,,6.214000225067139,0.22600030899047852,0.1490001678466797,1,1,110.13999938964844,0.025034923385823804,0.04427797586892046,1,0.010648012186892158,1.0,33.848724772400104,27.687264769659258,0,0,21.34723265379998,0.0,0.0
2000-05-01,147.0625,0.013568813267283986,,,,0,,0.0,0.0,,,6.255000114440918,0.26800012588500977,0.23200035095214844,1,1,109.62999725341795,0.021905280582223297,0.03973818963386422,1,0.012899071460374884,1.0,33.96513957771417,27.655619206351034,0,0,21.34723265379998,0.0,0.0
2000-05-02,144.125,-0.01997450063748407,,,,0,,0.0,0.0,,,6.311999797821045,0.19499969482421875,0.32599973678588867,1,1,110.26000213623048,0.014444747994836193,0.04472239131853861,1,0.015427204367105474,1.0,34.51849248824579,27.960065807504247,0,0,21.53126098101454,0.0,0.0
2000-05-03,140.75,-0.02341717259323506,,,,0,,0.0,0.0,,,6.402999877929688,0.2729997634887704,0.5619997978210458,1,1,111.26000213623048,0.024965444571940942,0.057906285759387055,1,0.018756111925271178,1.0,35.29827685280224,28.37892468197774,0,0,22.116909670304963,0.0,0.0
2000-05-04,141.8125,0.007548845470692678,,,,0,,0.0,0.0,,,6.446000099182129,0.2109999656677246,0.564000129699707,1,1,111.8000030517578,0.020352316903756718,0.06182925329683808,1,0.02214966058454556,1.0,35.46839257787422,28.281507755059422,0,0,22.35966246851435,0.0,0.0
2000-05-05,143.53125,0.012119876597620038,,,,0,,0.0,0.0,,,6.506999969482422,0.2929997444152832,0.5920000076293945,1,1,111.30999755859376,0.010622827087606534,0.05487112490263524,1,0.024822041973183728,1.0,35.62967287358118,28.05128643240534,0,0,22.35966246851435,0.0,0.0
2000-05-08,142.453125,-0.007511430437622479,,,,0,,0.0,0.0,,,6.559999942779541,0.30499982833862305,0.7109999656677246,1,1,111.4499969482422,0.0166012928981214,0.05171270797785432,1,0.027284698402025232,1.0,35.53268854931847,28.096074286191502,0,0,22.094491744646525,0.0,0.0
2000-05-09,141.3125,-0.00800701985302188,,,,0,,0.0,0.0,,,6.52400016784668,0.21200037002563477,0.7320003509521484,1,1,110.75,0.004444021896209627,0.04797501589878328,1,0.029598140995459286,1.0,35.57914100624032,27.823219015197388,0,0,21.996206429088485,0.0,0.0
2000-05-10,138.125,-0.022556390977443663,,,,0,,0.0,0.0,,,6.436999797821045,0.033999919891356534,0.559999942779541,1,1,110.8000030517578,-0.0041344515157337725,0.04587502830235968,1,0.03158799907197316,1.0,36.24831709188182,28.194811091817172,0,0,22.25226421991487,0.0,0.0
2000-05-11,141.28125,0.022850678733031593,,,,0,,0.0,0.0,,,6.4070000648498535,-0.03900003433227539,0.43900012969970703,1,1,111.5199966430664,-0.0025045295263700362,0.0524726085941285,1,0.033936434091653186,1.0,36.33226922860906,28.490322539572453,0,0,21.697446223456605,0.0,0.0
2000-05-12,142.8125,0.010838310108383098,,,,0,,0.0,0.0,,,6.498000144958496,-0.008999824523925781,0.5840001106262207,1,1,109.9000015258789,-0.012667290123446806,0.0354249308258161,1,0.035251320544672816,1.0,36.273156501612796,28.400433139042143,0,0,21.898983122522292,0.0,0.0
2000-05-15,145.28125,0.017286652078774667,,,,0,,0.0,0.0,,,6.459000110626221,-0.10099983215332031,0.5739998817443848,1,1,110.55999755859376,-0.007985638528655636,0.04548461048315611,1,0.0372641427666857,1.0,29.828187327520496,28.577611843291006,0,0,12.66071903994566,0.0,0.0
2000-05-16,146.6875,0.009679500967950005,,,,0,,0.0,0.0,,,6.401999950408936,-0.12200021743774325,0.40999984741211026,1,1,111.30999755859376,0.005056411364277702,0.048808069718563774,1,0.039238547339956784,1.0,27.55694716970308,28.24340109205204,0,0,12.66071903994566,0.0,0.0
2000-05-17,145.15625,-0.010438858116744831,,,,0,,0.0,0.0,,,6.4629998207092285,0.026000022888183594,0.41699981689453125,1,1,112.0999984741211,0.011732810347992784,0.05129889676075927,1,0.041416005308254435,1.0,26.341106907907232,28.337912078930277,0,0,12.532882427774236,0.0,0.0
2000-05-18,143.375,-0.012271259418729863,,,,0,,0.0,0.0,,,6.546000003814697,0.13899993896484375,0.5710000991821289,1,1,112.20999908447266,0.006187253068296705,0.0474190419237841,1,0.04327300213828002,1.0,26.506271126179236,28.38871459879611,0,0,12.66011077673353,0.0,0.0
2000-05-19,141.125,-0.01569311246730598,,,,0,,0.0,0.0,,,6.511000156402588,0.013000011444091797,0.5230002403259277,1,1,111.47000122070312,0.014285711310518145,0.03741279094123495,1,0.04408881249191367,1.0,27.02942031881397,28.261916459963143,0,0,12.768522202454562,0.0,0.0
2000-05-22,140.0625,-0.0075287865367581475,,,,0,,0.0,0.0,,,6.420000076293945,-0.03900003433227539,0.4330000877380371,1,1,111.05999755859376,0.004522431358910062,0.03523488835112065,1,0.04465269386821104,1.0,26.890341368907478,28.300789257793742,0,0,12.709351607387607,0.0,0.0
2000-05-23,138.0,-0.014725568942436373,,,,0,,0.0,0.0,,,6.446000099182129,0.04400014877319247,0.32899999618530273,1,1,111.13999938964844,-0.0015272497769649451,0.02254114355699799,1,0.04424347528175042,1.0,22.196551348775415,28.168702112012316,0,0,12.645385711696298,0.0,0.0
2000-05-24,140.25,0.016304347826086918,,,,0,,0.0,0.0,,,6.459000110626221,-0.0039997100830078125,0.32899999618530273,1,1,111.22000122070312,-0.007850109414775042,0.024596942366480024,1,0.04404244762162546,1.0,23.04922250819806,28.2950486346457,0,0,12.905668548236605,0.0,0.0
