Date,put_call_ratio,put_call_ratio_ma5,put_call_ratio_ma20,gamma_exposure,gamma_exposure_pct,vix_term_slope,vix_contango,vix_front_month,implied_vol_rank,iv_percentile,max_pain,price_to_max_pain,call_volume,put_volume,total_options_volume,call_oi,put_oi,oi_change_5d
2000-01-18,0.8031541509789373,0.9219195694176536,0.0,0.0,0.0,-0.857567309916968,0,0.0,0.0,0.0,143.25635398616572,1.7530362718109076,1157346.3746544768,1196682.968318096,2354029.342972573,0.0,0.0,0.0
2000-01-19,1.032757660284611,0.9402519951935637,0.0,0.0,0.0,-0.6673620296168551,0,0.0,0.0,0.0,147.67333556300144,-0.45805140340234307,1162880.411487354,1203600.5143591925,2366480.9258465464,0.0,0.0,0.0
2000-01-20,1.0169965948454378,0.941230001101982,0.0,0.0,0.0,-0.8520768747243705,0,0.0,0.0,0.0,143.9319525262044,0.5651450596169862,1306122.448979591,1382653.061224489,2688775.51020408,0.0,0.0,0.0
2000-01-21,1.032557769722023,0.9597784462611851,0.0,0.0,0.0,-0.6449657077190801,0,0.0,0.0,0.0,143.68825759846533,0.5187312169863594,1043177.8929188264,1053972.366148533,2097150.2590673594,0.0,0.0,0.0
2000-01-24,1.1110794875646095,0.9993091326791237,0.0,0.0,0.0,-0.5334816397898904,0,0.0,0.0,0.0,137.9683588979905,1.6925521100936105,1566854.1756815237,1708567.7196019047,3275421.8952834285,0.0,0.0,0.0
2000-01-25,1.0373419331291907,1.0461466891091744,0.0,0.0,0.0,-0.6223912171974028,0,0.0,0.0,0.0,145.84724402846118,-2.754553256511617,1227120.9084836333,1283901.1356045417,2511022.044088175,0.0,0.0,0.0
2000-01-26,1.0218717449764,1.0439695060475322,0.0,0.0,0.0,-0.5172274154084499,0,0.0,0.0,0.0,143.81304969607442,-2.13088305091836,1158520.475561428,1198150.5944517846,2356671.0700132125,0.0,0.0,0.0
2000-01-27,1.2041215697295147,1.0813945010243475,0.0,0.0,0.0,-0.48487696210629855,0,0.0,0.0,0.0,139.5192871198185,0.5210074011989303,1079893.4753661796,1099866.8442077243,2179760.319573904,0.0,0.0,0.0
2000-01-28,1.1582279603772394,1.1065285391553907,0.0,0.0,0.0,-0.6005299127546779,0,0.0,0.0,0.0,130.97198087092963,3.608477739886199,1623885.918003566,1779857.3975044575,3403743.315508024,0.0,0.0,0.0
2000-01-31,1.102710605783154,1.1048547627990997,0.0,0.0,0.0,-0.7277589935491379,0,0.0,0.0,0.0,142.3531918148887,-1.9996000464943684,1542778.288868444,1678472.861085555,3221251.149953999,0.0,0.0,0.0
2000-02-01,1.0562995884988449,1.1086462938730306,0.0,2.6628585578994155,1.8893896641414922,-0.7649517314294357,0,19.329918604912933,0.0,0.0,145.17076931872197,-3.003650070933546,1197044.3349753693,1246305.4187192116,2443349.753694581,26415780.031309318,28019725.03913665,0.0
2000-02-02,1.0620550372993964,1.11668295233763,0.0,3.0478709752120405,2.1606528845100863,-0.704854976809823,0,16.536185075750947,0.0,0.0,145.7582924869082,-3.3288737169043534,1017738.3592017755,1022172.9490022194,2039911.3082039948,25651395.48548316,27064244.35685395,0.0
2000-02-03,0.832461708179048,1.0423509800275366,0.0,2.1029466348576165,1.46866635345796,-0.6525191422208638,0,14.280140238661442,0.0,0.0,143.41983681649398,-0.16226054403770135,1301284.8914488275,1376606.1143110343,2677891.005759862,25916902.201618932,27396127.752023663,0.0
2000-02-04,0.9179836055722964,0.994302109066548,0.0,1.0957992573157163,0.7684763584068139,-0.6861804728572711,0,22.315178546239842,0.0,0.0,142.62662369615555,-0.023054093293393158,1082933.2169358365,1103666.521169796,2186599.7381056324,25678406.847126193,27098008.558907744,0.0
2000-02-07,0.9192602197471772,0.9576120318593526,1.0109507067976298,1.8963473759835656,1.3319384554757265,-0.5280036421917702,0,17.940275512016164,0.0,0.0,145.0238843743367,-1.8604982436078585,1030681.5691431073,1038351.9614288841,2069033.5305719913,24547563.915361855,25684454.89420232,0.0
2000-02-08,0.8917728329522545,0.9247066807500346,1.0003548082874734,1.4936577486435585,1.0350161965481566,-0.5579863607551924,0,16.87090125277736,0.0,0.0,142.5638765894525,1.2116922723586032,1272168.5689201036,1340210.7111501296,2612379.280070233,24751121.84963359,25938902.31204199,-0.07426278181489154
2000-02-09,0.9519701716208103,0.9026897076143173,1.0008985402982609,1.909611479216933,1.3516382953979618,-0.6942185529711256,0,11.176884150684412,0.0,0.0,141.75175407818034,-0.33302655389893593,1420095.2793417056,1525119.099177132,2945214.3785188375,24931900.88965906,26164876.11207382,-0.033230864786822245
2000-02-10,1.0286212687441807,0.9419216197273439,1.0017242754703024,1.8511807971596106,1.3076773843070095,-0.5331387971730379,0,13.16884296667753,0.0,0.0,145.1592229269172,-2.540731427402885,1039814.2003981406,1049767.7504976757,2089581.9508958163,24772753.152340934,25965941.44042617,-0.05220395833100355
2000-02-11,1.0401898790145374,0.966362874415792,1.0067429922247288,1.7661196324755073,1.2734526417128489,-0.6358234874388167,0,15.792368815081538,0.0,0.0,138.67127902532718,0.011696061052956803,1406181.0154525382,1507726.2693156726,2913907.2847682107,24908073.529960357,26135091.912450448,-0.035534590830319956
2000-02-14,1.0133882662798694,0.9851884837223304,1.0117411027649765,1.289923939743859,0.9246766593145944,-0.4497380698826566,0,14.055493726935355,0.0,0.0,142.05316953209473,-1.830229055265038,1117169.896349707,1146462.3704371338,2263632.2667868407,24753691.702172134,25942114.62771517,0.010031738441566462
2000-02-15,1.0113746335129785,1.0091088438344753,1.0221521268916787,2.316866511449592,1.6422577996763086,-0.3594092373639953,0,12.295935699598614,0.0,0.0,140.25218321877395,0.5854499279927695,1226254.4802867384,1282818.1003584228,2509072.580645161,24822599.807804395,26028249.759755492,0.003444534646788844
2000-02-16,1.1061002090563328,1.0399348513215798,1.0258192543302647,1.6263892126832153,1.1700641817864859,-0.47080209166380166,0,18.547373238533403,0.0,0.0,134.11412095800378,3.5150208935224594,1294606.2686897765,1368257.8358622205,2662864.104551997,24954325.665006816,26192907.081258524,0.0010713205392083314
2000-02-17,0.8083341037958018,0.995877418331904,1.015386129777783,1.0453130438859641,0.7559325967084939,-0.4685957498309793,0,18.27538453114913,0.0,0.0,141.63982553200182,-2.4288003847244815,1103417.2661870513,1129271.5827338141,2232688.8489208655,24751620.48221428,25939525.602767847,-0.001017326397308893
2000-02-18,0.9147309148725413,0.9707856255035047,1.0094947870353088,1.4695046611054268,1.0860080636344955,-0.616044292983831,0,12.804800238198439,0.0,0.0,139.9983573184185,-3.462989242249237,1429378.5310734455,1536723.1638418068,2966101.6949152523,25137821.120368898,26422276.400461122,0.010988462905457075
2000-02-22,1.1151763108493773,0.9911432344174063,1.0096996281995474,0.9217012911243408,0.6828997757809425,-0.5745063658209892,0,15.661174037408879,0.0,0.0,135.5633346944055,-0.4405350826806294,1050808.3140877602,1063510.3926097003,2114318.7066974603,24621775.258775134,25777219.073468916,-0.0063562880903350605
2000-02-23,1.0356576082132558,0.9959998293574618,1.0096154119537506,1.1869071839759502,0.8691311187009246,-0.5464809053048942,0,20.80295786648273,0.0,0.0,132.69804053268993,2.82981013624536,1236165.779115538,1295207.2238944226,2531373.003009961,24630820.129407037,25788525.161758795,-0.009210169727484119
2000-02-24,1.1543309612096417,1.0056459797881234,1.0162383727654125,1.2664055918592958,0.9464030579051254,-0.5006367441125901,0,16.84772392771269,0.0,0.0,133.4633746151005,0.26090640627707323,1402745.9954233414,1503432.4942791767,2906178.489702518,24875045.64926895,26093807.06158619,-0.0037834677672430317
2000-02-25,1.038576640551999,1.051694487139363,1.007961126306537,1.3763099611594682,1.0322727940256178,-0.5732054904447489,0,18.18516927783547,0.0,0.0,133.46292118798078,-0.10110109024692475,1072396.076599719,1090495.0957496488,2162891.1723493678,24867548.250502493,26084435.313128114,0.005586444123126366
2000-02-28,1.0757838184779502,1.083905067860445,1.0038389192115724,1.4875274803141487,1.092765825758787,-0.6216173943271892,0,21.351230226820004,0.0,0.0,131.97586588004413,3.048032411354178,1419547.6385796315,1524434.5482245395,2943982.1868041707,24663209.97107856,25829012.463848196,-0.022453172755492523
2000-02-29,0.910364117846223,1.042942629259814,0.9942215948147257,0.6207488393779952,0.45165900091168365,-0.6733848128562994,0,16.6889455432832,0.0,0.0,139.33861201399682,-1.3832556718485294,1192837.4655647369,1241046.8319559211,2433884.297520658,24313269.14777485,25391586.434718564,-0.014960211093804965
2000-03-01,1.1149025700874704,1.058791621634657,0.9971517438941572,0.7984254050884583,0.5767406989352295,-0.5674042838270724,0,17.975159292966467,0.0,0.0,142.5523115581374,-2.9723243760811946,1145520.6912232842,1181900.8640291053,2327421.5552523895,24261745.504022762,25327181.880028453,-0.017889479093378235
2000-03-02,0.8738056269287807,1.0026865547784847,0.9877392733756263,1.2061762953689144,0.8706889567291961,-0.4933679288369323,0,15.746661415066075,0.0,0.0,139.78335017778363,-0.9038395147547084,1013544.0180586909,1016930.0225733637,2030474.0406320547,24257551.16287968,25321938.953599602,-0.029580509511886732
2000-03-03,0.9382596428103228,0.9826231552301495,0.9930291701071899,2.216961427920173,1.570920409509423,-0.5756885247412802,0,14.672904130886078,0.0,0.0,140.85766201879304,0.18943346764000996,1374464.2454319892,1468080.3067899863,2842544.5522219753,24330730.51686284,25413413.14607855,-0.025725002630662464
2000-03-06,0.8586637798384567,0.9391991475022508,0.9900631788204981,2.022577044899331,1.4472823219315427,-0.4979005197682596,0,11.737478501746823,0.0,0.0,138.02018963595057,1.2377891692661378,1194862.710363153,1243578.387953941,2438441.098317094,24442660.010290157,25553325.012862697,-0.010673557549726986
2000-03-07,0.8387314765861886,0.9248726192502439,0.9860367416624486,1.5866244388241708,1.157723909300501,-0.5953901295312627,0,10.622530630718977,0.0,0.0,139.38044979998233,-1.7027566662737328,1386851.520572451,1483564.4007155637,2870415.9212880144,24798829.9617195,25998537.45214938,0.023903627250360326
2000-03-08,0.9517238747191159,0.8922368801765728,0.9890342937507917,2.318307529031938,1.693740660479955,-0.563781119754668,0,18.224171613106883,0.0,0.0,141.5279724861011,-3.3994319533158768,1025082.658761828,1031353.3234522851,2056435.9822141132,24551744.051561225,25689680.06445153,0.014312614255316047
2000-03-09,0.8017992956457741,0.8778356139199717,0.9815257499520399,0.5938725887250598,0.4215599565040353,-0.5637006465193811,0,16.64058491028315,0.0,0.0,142.62820060149366,-1.244507969117061,1584474.885844748,1730593.607305935,3315068.493150683,24716123.65806427,25895154.572580338,0.022637114007387327
2000-03-10,1.1348697996946782,0.9171576452968427,0.9868381764995648,1.5230313094687986,1.0869090522524878,-0.5996768563378839,0,14.445875960980258,0.0,0.0,141.76192844382925,-1.1681915745436204,1106477.3735581182,1133096.7169476475,2239574.0905057658,24782786.831224248,25978483.53903031,0.02223512401516814
2000-03-13,1.0050641421793038,0.9464377177650121,0.9850818896578032,1.233336416165938,0.8898932427803836,-0.5182426675093071,0,15.928263728989196,0.0,0.0,140.14047008677736,-1.1160099836950481,1218554.8617305977,1273193.577163247,2491748.4388938444,24595160.677502308,25743950.84687788,0.007459922883586767
2000-03-14,0.8847191652658061,0.9556352555009356,0.9786484346071,0.8130689271589688,0.5951099192380376,-0.5909793229640318,0,22.002058362286085,0.0,0.0,139.04498158391473,-1.7712582498918452,1284103.7204058617,1355129.650507327,2639233.370913189,24762094.50155846,25952618.126948077,-0.0017662272458909278
2000-03-15,0.9043427614693945,0.9461590328509913,0.9732968410049209,2.281607065710214,1.6319049195960402,-0.6887678794151303,0,16.771573512639304,0.0,0.0,137.14221338328136,1.9099054925122156,1466605.6724611155,1583257.0905763945,3049862.76303751,25002445.69373284,26253057.11716605,0.02193009221216813
2000-03-16,0.8793274100980213,0.9616646557414408,0.9619582010570052,2.1148953203619136,1.4451558883532187,-0.9443829696189588,0,14.341229759423896,0.0,0.0,148.60657102391772,-1.546236873059303,1934286.9915064834,2167858.739383104,4102145.730889587,25642126.416549545,27052658.02068693,0.044699615322329134
2000-03-17,0.9666891655413992,0.928028528910785,0.9698759541442851,1.3058457384368245,0.8887082864733812,-0.8300417826241265,0,17.762231075017873,0.0,0.0,144.57306120719772,1.6091459244932542,1081144.565449498,1101430.7068118725,2182575.2722613704,25619853.71581199,27024817.14476499,0.04027693164470736
2000-03-20,0.8685814901195376,0.9007319984988318,0.9675684829066349,0.7395359959185073,0.5058818270498554,-0.8395870897963877,0,16.069564721488117,0.0,0.0,144.66717581412533,1.039982341769762,1102084.2194810712,1127605.2743513389,2229689.4938324103,25292559.404219616,26615699.25527452,0.03386226199629183
2000-03-21,0.9716998741383777,0.9181281402733461,0.9603946610710847,1.892879673664634,1.2687924079863486,-0.7665616207955482,0,21.804260381101134,0.0,0.0,144.09948227964904,3.410485275476137,1410431.808465157,1513039.7605814463,2923471.5690466035,25652182.898597013,27065228.623246267,0.0428708383430072
2000-03-22,0.8507948599665908,0.9074185599727853,0.9511515236587516,1.417625559071399,0.9444933976740532,-0.7692818333483034,0,18.06933457021387,0.0,0.0,148.86736906641426,0.8170766161720555,1121491.4118139942,1151864.264767493,2273355.676581487,25537508.53129547,26921885.664119337,0.02547621574006942
2000-03-23,0.8959800950618299,0.910749096965547,0.938233980351361,1.0997524952140003,0.7204110511125488,-0.8110827513018063,0,17.275001181294527,0.0,0.0,149.99571441279528,1.7428278155691102,1341453.25838018,1426816.5729752248,2768269.831355405,25476215.79425231,26845269.742815383,-0.007666096163746916
2000-03-24,0.910544377933925,0.8995201394440521,0.9318323672204574,1.6751611119388603,1.0908660069605927,-0.7293546115206153,0,17.914250609272443,0.0,0.0,158.2118925434561,-3.0276874519860564,1118730.8085977489,1148413.5107471861,2267144.319344935,25522550.526250336,26903188.157812923,-0.004500640514995213
2000-03-27,0.8767871334808941,0.9011612681163234,0.9218825329706044,1.0209232373096686,0.6719363141486918,-0.7248260614000193,0,13.0515889893072,0.0,0.0,153.3204817444714,-0.9102306833213711,1211640.2116402115,1264550.2645502647,2476190.476190476,25314643.099310916,26643303.87413865,0.0010371554998187538
2000-03-28,1.1270614251955515,0.9322335783277582,0.932717398338071,1.9900994305112583,1.3174013607025292,-0.8128536523208106,0,16.767757222002604,0.0,0.0,147.06822965924343,2.6441177266075777,1115178.9387083512,1143973.6733854392,2259152.6120937904,25236984.57245453,26546230.715568163,-0.019175818349908114
2000-03-29,0.9455924736123125,0.9511931010569026,0.9242518935143129,0.823957121320884,0.5448776169098634,-0.5029067264890543,0,11.48765072573471,0.0,0.0,148.50695974538527,1.7932896910037455,1020686.8018204398,1025858.5022755498,2046545.3040959896,25112150.68305169,26390188.353814613,-0.01974963109710226
2000-03-30,1.186583388023209,1.0093137596491784,0.9398907815690345,1.8100451065119652,1.2173485373766895,-0.47673590045361014,0,18.385566615803565,0.0,0.0,151.14316047370835,-1.65155811598712,1334779.9132052076,1418474.8915065096,2753254.804711717,25433386.578198206,26791733.222747754,-0.0019942626980664624
2000-03-31,0.9324597449074654,1.0136968330438865,0.9396007866738916,2.1729490688738418,1.4450201621771184,-0.42681022962549087,0,13.381667572840929,0.0,0.0,152.6560521580855,-1.516909165809135,1226986.1286254749,1283732.6607818436,2510718.7894073185,25285908.46139169,26607385.576739617,-0.010995075354569228
2000-04-03,1.0261983456566142,1.0435790754790306,0.9479775149647993,0.8520093339226406,0.5633119563124896,-0.5024092133575117,0,12.490630969337328,0.0,0.0,150.23207377456606,0.6730090746670673,1116375.727348297,1145469.6591853711,2261845.3865336683,25207421.478376836,26509276.84797104,-0.0050304206565651155
2000-04-04,1.2051548520140536,1.0591977608427308,0.9662986837361928,0.9183606990979196,0.6117306904898715,-0.4334474431087278,0,19.3588325141699,0.0,0.0,148.56513668503575,1.0390430074699395,1148760.3305785123,1185950.4132231404,2334710.7438016525,24969330.2883829,26211662.860478617,-0.01260321507314166
2000-04-05,1.1408722606403743,1.0982537182483432,0.9757561030322556,1.3473512414822715,0.9031260939973332,-0.3588200199543382,0,11.432592213292343,0.0,0.0,148.94959540710525,0.15946684065002129,1124895.9200666123,1156119.900083265,2281015.820149877,25069143.54968768,26336429.4371096,-0.0020370796897795085
2000-04-06,0.8492869777203105,1.0307944361877635,0.9781304871359826,1.203094574012796,0.7994813906844456,-0.3718355405965637,0,16.510225981224995,0.0,0.0,151.5249032798007,-0.6914527038443005,1173858.3996648523,1217322.9995810655,2391181.399245918,24658527.063507784,25823158.82938473,-0.036151987081621484
2000-04-07,1.0183701075687852,1.0479765087200277,0.9723055025296878,2.042945724532117,1.3490355589151413,-0.404150895607478,0,18.045229334978767,0.0,0.0,158.67287467337752,-4.7777959048303895,1126674.2809677091,1158342.8512096363,2285017.1321773455,24678723.970917374,25848404.963646717,-0.028525185644560525
2000-04-10,0.9523557575043752,1.0332079910895797,0.9696700832959413,1.5344395928591301,1.017237766138226,-0.40137097259045684,0,18.964612366225033,0.0,0.0,150.72792126915053,0.07678722575477744,1078415.1877837402,1098018.9847296753,2176434.1725134156,24538584.296970516,25673230.371213146,-0.031537883192837235
2000-04-11,0.9049363247447425,0.9731642856357177,0.9706809412698881,1.9617773985463407,1.304319068221128,-0.29464877450760635,0,19.26576824527617,0.0,0.0,151.7661609039464,-0.904158506675354,1058007.0437124514,1072508.8046405641,2130515.8483530153,24312487.620277107,25390609.525346383,-0.03132396977263885
2000-04-12,1.0956309722337485,0.9641160279543926,0.9802453518081059,1.5100089869287345,1.0322642081119313,-0.4372891849834165,0,15.030871328093534,0.0,0.0,143.786854247314,1.705205385301253,1548514.4400581764,1685643.0500727207,3234157.490130897,24394396.387874167,25492995.48484271,-0.032025372090813575
2000-04-13,1.0802727190435923,1.0103131762190487,0.9902926172553844,1.0358094378329539,0.7180654681684255,-0.5187441963942943,0,20.13650299030317,0.0,0.0,144.9512422474616,-0.48612980759903457,1277718.4362315754,1347148.0452894692,2624866.481521045,23737827.83259926,24672284.790749077,-0.04456751578068163
2000-04-14,1.2893139785615384,1.0645019504175994,1.0064238579063916,1.0887240188849958,0.8005323668272027,-0.7123346004370015,0,10.987460549949798,0.0,0.0,137.90990967148917,-1.4043453466832163,2143847.4870017325,2429809.3587521655,4573656.845753898,24800530.754151493,26000663.442689367,0.005890440019675758
2000-04-17,0.9923886700624042,1.0725085329292052,1.0126142169035348,2.1753728659622835,1.5455579864740914,-0.7599087842971001,0,21.447026464691,0.0,0.0,140.10440654697027,0.4586809612999877,1698529.4117647056,1873161.764705882,3571691.1764705875,25396975.94643513,26746219.933043912,0.041794100170342796
2000-04-18,0.8447914405635011,1.060479556092957,1.0062687952247908,1.9299543937601589,1.335897482161477,-0.8768679966028637,0,17.34546847603551,0.0,0.0,139.81397565811275,3.2219939204064874,1528419.1829484897,1660523.978685612,3188943.1616341015,25514963.320918463,26893704.151148077,0.059198839803401127
2000-04-19,1.0789925402568792,1.057151869697583,1.0176786792393053,2.4967905853756407,1.7444825050659498,-0.9611188884767771,0,22.37115447816733,0.0,0.0,144.56949375164376,-1.0092532762576503,1186026.3897901792,1232532.987237724,2418559.377027903,25579498.298894644,26974372.873618312,0.05810919276459203
2000-04-20,1.047137078441915,1.0505247415772474,1.0252365284083096,2.4359102425628336,1.6938098166451692,-0.8783062786103782,0,16.92246118255017,0.0,0.0,149.9660033407189,-4.278837611973168,1096069.8689956318,1120087.3362445398,2216157.2052401714,25334114.9095101,26667643.636887625,0.08087450607277002
2000-04-24,0.877419286698411,0.968145803204622,1.0235802738465338,2.454352567991071,1.7253796611536527,-0.9612690534562977,0,12.651507223837974,0.0,0.0,144.82219309597602,-1.8082201026193452,1217296.82746632,1271621.0343329,2488917.86179922,25432680.92837867,26790851.16047334,0.03039105980990464
2000-04-25,1.0459317425399333,0.9788544177001279,1.0320375042994858,2.531999290746762,1.7090060599851589,-1.1731710636524586,0,18.40307679116028,0.0,0.0,148.57553742010685,-0.2830035318164808,1830404.217926186,2038005.272407733,3868409.490333919,26051444.934664644,27564306.168330807,0.030586985276232603
2000-04-26,1.0113120768711679,1.0121585449616612,1.0262500368832668,4.568801379751632,3.118968408577114,-1.1863189859587955,0,23.454005070237258,0.0,0.0,147.42187937919363,-0.6400029895295156,1225690.7825353304,1282113.4781691632,2507804.2607044936,26161956.778491624,27702445.97311453,0.030071789940915528
2000-04-27,0.9965229688032191,0.9956646306709291,1.0287965616428119,1.947286790527325,1.3337580757036473,-1.0776570145646134,0,16.201599402342765,0.0,0.0,147.78622088545276,-1.2234389626388793,1066133.3333333335,1082666.666666667,2148800.0000000005,26207403.310004517,27759254.137505647,0.029097294219394776
2000-04-28,1.0273053064835802,0.9916982762792623,1.0208326575658304,2.2029107878257306,1.518267180926629,-1.0193061464812747,0,18.01709508723912,0.0,0.0,141.89003263685134,2.2080326431349766,1124143.8356164393,1155179.794520549,2279323.630136988,25996767.23241575,27495959.04051969,0.03106068968486997
2000-05-01,0.973348933931409,1.0108842057258618,1.0228771170170279,3.0532409709654287,2.07615195645758,-0.7444359703705954,0,19.218074713410825,0.0,0.0,145.08968901523158,1.341477932694205,1271376.2653456796,1339220.3316820997,2610596.5970277796,26041157.369135953,27551446.711419944,0.02839012267250296
2000-05-02,1.0185304476700925,1.0054039467518936,1.0224937221177017,1.657067728973038,1.1497434372753084,-0.6302293942342897,0,18.063658713095652,0.0,0.0,142.1164723925471,1.393601115318571,1399490.0127496815,1499362.5159371018,2898852.5286867833,26324271.65453734,27905339.568171673,0.012372283117094485
2000-05-03,1.1328422278203218,1.0297099769417246,1.018878090908015,3.5059460002920804,2.4909030197457054,-0.6167395008614054,0,16.981021795030415,0.0,0.0,140.88918522149447,-0.09888825683443836,1468343.4518647012,1585429.3148308764,3053772.7666955777,26643854.775823526,28304818.46977941,0.021744379440338468
2000-05-04,1.1168041022437278,1.053766203629826,1.0176746829881826,2.462452397753611,1.7364142073185442,-0.6402997747325708,0,20.217526111527384,0.0,0.0,139.8731391090735,1.3675528538926458,1150976.9094138537,1188721.1367673168,2339698.0461811703,26669935.765170768,28337419.70646346,0.02082784955582251
2000-05-05,0.8826081127737921,1.0248267648878686,1.0193407397408567,1.8213222277061258,1.2689377593423912,-0.7367727248421445,0,20.58499624022266,0.0,0.0,142.09492104172188,1.0007081790746788,1242397.5319524007,1302996.9149405009,2545394.4468929013,26738474.89745832,28423093.621822897,0.033718939569881146
2000-05-08,0.9947116393157213,1.029099305964731,1.0181578163282035,3.042149360301673,2.1355441379763853,-0.6140614638894093,0,18.99964529710734,0.0,0.0,141.08565417127656,0.9599444229275006,1150228.6087524495,1187785.760940562,2338014.3696930115,26762029.225243058,28452536.531553824,0.032705717038095994
2000-05-09,0.9965396423166506,1.0247011448940426,1.0203670105688174,2.6817256696789373,1.8977271435145067,-0.5929403497868352,0,15.65192414469808,0.0,0.0,143.27550780520718,-1.389125381836132,1160140.3970604376,1200175.496325547,2360315.893385985,26843754.434519757,28554693.043149695,0.023269864657682326
2000-05-10,1.0702083354556822,1.012174366421115,1.0286306111043644,2.2600894648895937,1.636263865983416,-0.6595727836473825,0,17.670894134525437,0.0,0.0,139.56987070562167,-1.0460602393641032,1451127.8195488732,1563909.7744360915,3015037.593984965,27236875.210356176,29046094.012945224,0.02618902304415993
2000-05-11,1.019071696670699,0.992627885306509,1.024802647326212,1.4553140771322561,1.0300829566076575,-0.7429565598253903,0,15.483438849328042,0.0,0.0,141.2317001174252,0.03507180363622819,1457013.5746606318,1571266.9683257898,3028280.542986422,27145374.344958633,28931717.93119829,0.020972206746095567
2000-05-12,1.0330872844300996,1.0227237196377703,1.0224433755955373,2.483229960518863,1.7388043487221796,-0.6873231685770071,0,19.40741362967714,0.0,0.0,142.8973929655522,-0.059443652027798645,1216766.2021676619,1270957.7527095776,2487723.9548772397,27084422.110894717,28855527.6386184,0.015214178391316446
2000-05-15,1.008787862988275,1.0255389643722812,1.0084170698168742,1.6258986962139008,1.1191387024918225,-0.7259375560388234,0,13.98473881569056,0.0,0.0,146.8807606214813,-1.100975261075535,1345733.0415754933,1432166.3019693666,2777899.34354486,26286307.66546848,27857884.5818356,-0.020899786880468563
2000-05-16,0.9680012692329972,1.0198312897555506,1.0071976997754037,1.7990426582791932,1.2264457832325135,-0.7100546798938595,0,17.086839553517688,0.0,0.0,148.27312458944158,-1.0809541299985201,1193590.019359,1241987.52419875,2435577.54355775,25781368.273062773,27226710.34132847,-0.046506635522731044
2000-05-17,0.6762341281889528,0.9410364483022047,0.9987698341566764,1.6941549841037704,1.1671250697808535,-0.5100459488532301,0,18.346538512206983,0.0,0.0,146.3165988418068,-0.7993791805773489,1208777.1623348966,1260971.4529186208,2469748.6152535174,25461726.25244918,26827157.815561477,-0.07639361755128982
2000-05-18,0.9882142952539034,0.9348649680188454,0.9942309219065274,2.6701291042000492,1.8623393926417084,-0.6573254562222627,0,16.486880019904618,0.0,0.0,145.63091782623258,-1.5734387628474809,1245425.1883745973,1306781.4854682465,2552206.6738428436,25521125.051033597,26901406.313791998,-0.07017597856561852
2000-05-19,1.0247473524559783,0.9331969816240214,0.9931114356072307,2.088052226969085,1.4795764230073234,-0.6666327801387256,0,14.13977525044926,0.0,0.0,143.79873460482025,-1.894586079589197,1313862.2493461196,1392327.8116826494,2706190.0610287692,25738917.431384087,27173646.78923011,-0.058286262183518955
2000-05-22,1.1609545525259142,0.9636303195315492,1.0072881988986058,2.0923069207005507,1.4938380513703173,-0.6855901564015884,0,18.653496097762133,0.0,0.0,143.53345397609272,-2.4781465246534338,1150575.730735163,1188219.6634189538,2338795.3941541165,25672196.33465293,27090245.418316163,-0.027555543970483987
